Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401BS00514,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,COMBO EPIC 775 1.7D,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Other vehicle,Data missing or out of range,Offside,2004
200401BS00517,66 - 75,16,Urban area,7,1995,None,None,Data missing or out of range,Data missing or out of range,RENAULT,21 SAVANNA GTX,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS00518,46 - 55,1,Rural,9,4398,None,None,Data missing or out of range,Data missing or out of range,LAND ROVER,RANGE ROVER VOGUE V8 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,109,Data missing or out of range,Back,2004
200401BS00520,Data missing or out of range,3,Data missing or out of range,NA,1598,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,A160 ELEGANCE,Petrol,Not known,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00523,21 - 25,6,Data missing or out of range,NA,1948,None,None,Data missing or out of range,Data missing or out of range,VOLVO,S40 SE 2.0I,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Offside,2004
200401BS00528,26 - 35,10,Urban area,3,1996,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD LS AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00529,46 - 55,1,Urban area,1,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Nearside,2004
200401BS00530,26 - 35,NA,Urban area,1,1988,None,None,Data missing or out of range,Data missing or out of range,LEXUS,IS 200 LE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00530,56 - 65,1,Data missing or out of range,NA,1461,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO SL17 DCI 70+,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401BS00531,26 - 35,7,Urban area,4,3201,None,None,Data missing or out of range,Data missing or out of range,BMW,M3 COUPE,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS00531,46 - 55,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
200401BS00532,46 - 55,NA,Urban area,3,996,None,None,Data missing or out of range,Data missing or out of range,DUCATI,S4 R,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Offside,2004
200401BS00533,46 - 55,NA,Urban area,10,NA,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,ML270 CDI INSPIRATION AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to turn right,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401BS00536,Data missing or out of range,6,Urban area,5,899,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Offside,2004
200401BS00536,Data missing or out of range,3,Urban area,NA,996,None,None,Data missing or out of range,Data missing or out of range,HONDA,XL 1000V VARADERO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Front,2004
200401BS00537,46 - 55,1,Urban area,9,2446,None,None,Data missing or out of range,Data missing or out of range,METROCAB,METROCAB AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,108,Data missing or out of range,Back,2004
200401BS00540,Data missing or out of range,NA,Urban area,2,9200,None,None,Data missing or out of range,Data missing or out of range,DAF,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401BS00545,36 - 45,4,Urban area,2,8300,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00546,36 - 45,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,NA,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00548,21 - 25,2,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401BS00549,Data missing or out of range,1,Data missing or out of range,NA,698,None,None,Data missing or out of range,Data missing or out of range,MCC,SMART PURE SOFTIP 61 S-A,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Data missing or out of range,2004
200401BS00551,46 - 55,3,Urban area,4,2495,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Back,2004
200401BS00552,56 - 65,8,Urban area,8,2435,None,None,Data missing or out of range,Data missing or out of range,VOLVO,850 SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Nearside,2004
200401BS00556,46 - 55,2,Urban area,10,1339,None,None,Data missing or out of range,Data missing or out of range,HONDA,JAZZ SE SPORT,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00557,21 - 25,8,Urban area,7,1799,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VECTRA GLS 16V,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00557,26 - 35,11,Urban area,7,1389,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,ASTRA LS I,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to turn right,2,109,Data missing or out of range,Back,2004
200401BS00558,46 - 55,2,Urban area,7,125,None,None,Data missing or out of range,Data missing or out of range,APRILIA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00559,26 - 35,3,Urban area,3,1598,None,None,Data missing or out of range,Data missing or out of range,TOYOTA,AVENSIS GS VVT-I,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Front,2004
200401BS00560,21 - 25,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,LOOXOR 50,NA,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00565,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,109,Data missing or out of range,Offside,2004
200401BS00565,26 - 35,8,Urban area,6,650,None,None,Data missing or out of range,Data missing or out of range,BMW,F 650,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Nearside,2004
200401BS00568,36 - 45,5,Urban area,2,1998,None,None,Data missing or out of range,Data missing or out of range,RENAULT,LAGUNA ALIZE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Nearside,2004
200401BS00569,36 - 45,1,Rural,7,2776,None,None,Data missing or out of range,Data missing or out of range,JEEP,CHEROKEE CRD SPORT,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00571,26 - 35,1,Urban area,2,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Not known,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00572,Data missing or out of range,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,FORD,TRANSIT 350 LWB TD,NA,Not known,None,No tow/articulation,Did not leave carriageway,0,Overtaking - nearside,2,109,Data missing or out of range,Nearside,2004
200401BS00573,21 - 25,17,Urban area,5,400,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Front,2004
200401BS00575,Data missing or out of range,3,Urban area,4,2671,None,None,Data missing or out of range,Data missing or out of range,AUDI,RS4 QUATTRO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,2,109,Data missing or out of range,Back,2004
200401BS00576,56 - 65,3,Urban area,10,125,None,None,Data missing or out of range,Data missing or out of range,APRILIA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00579,46 - 55,6,Urban area,9,2793,None,None,Data missing or out of range,Data missing or out of range,BMW,528I SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,109,Data missing or out of range,Nearside,2004
200401BS00583,21 - 25,2,Urban area,5,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00584,36 - 45,4,Urban area,6,2979,None,None,Data missing or out of range,Data missing or out of range,BMW,330 CI AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Reversing,1,109,Data missing or out of range,Back,2004
200401BS00584,Over 75,10,Data missing or out of range,NA,1390,None,None,Data missing or out of range,Data missing or out of range,RENAULT,CLIO RN AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00585,36 - 45,14,Urban area,8,124,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00586,26 - 35,3,Urban area,4,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00587,36 - 45,NA,Urban area,6,124,None,None,Data missing or out of range,Data missing or out of range,HONDA,CG 125-4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00587,26 - 35,11,Urban area,6,649,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Nearside,2004
200401BS00588,36 - 45,NA,Urban area,7,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Did not impact,2004
200401BS00589,46 - 55,17,Urban area,4,2316,None,None,Data missing or out of range,Data missing or out of range,VOLVO,740 GLE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Changing lane to left,2,109,Data missing or out of range,Front,2004
200401BS00590,26 - 35,2,Urban area,4,49,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Offside,2004
200401BS00590,56 - 65,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Front,2004
200401BS00593,66 - 75,NA,Urban area,2,1598,None,None,Data missing or out of range,Data missing or out of range,MINI,MINI ONE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00597,26 - 35,5,Urban area,7,1998,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,CLK 200 SPORT AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00603,56 - 65,2,Urban area,7,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00604,26 - 35,2,Data missing or out of range,NA,1598,None,None,Data missing or out of range,Data missing or out of range,MINI,MINI ONE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS09026,36 - 45,5,Urban area,2,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
